
 Lista de Imóveis da Caixa;;Data de geração:;17/10/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 10142318 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 414 - OFFICE 1000 ;55.065,20;94.000,00;41.42;Sala, 45.29 de área total, 24.37 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142318
 10142319 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 417 - OFFICE 1000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142319
 10142320 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 424 - OFFICE 1000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142320
 10142324 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 701 - OFFICE 1000 ;58.580,00;100.000,00;41.42;Sala, 55.08 de área total, 29.65 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142324
 10142325 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 821 - OFFICE 1000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142325
 10142326 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 912 - OFFICE 1000 ;57.994,20;99.000,00;41.42;Sala, 51.73 de área total, 23.89 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142326
 10142327 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 913 - OFFICE 1000 ;58.580,00;100.000,00;41.42;Sala, 54.75 de área total, 29.47 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142327
 10142328 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 1003 - OFFICE 1000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142328
 10142331 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA A SALA 1020 - OFFICE 1000 ;56.822,60;97.000,00;41.42;Sala, 45.08 de área total, 24.27 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142331
 10142332 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA B SALA 402 - CORPORATE ;278.255,00;475.000,00;41.42;Sala, 461.35 de área total, 248.06 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142332
 10142335 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA B SALA 602 - CORPORATE ;277.669,20;474.000,00;41.42;Sala, 461.35 de área total, 248.06 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142335
 10142336 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA B SALA 801 - CORPORATE ;288.799,40;493.000,00;41.42;Sala, 481.32 de área total, 258.80 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142336
 10142337 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 1 - ALA B SALA 802 - CORPORATE ;275.911,80;471.000,00;41.42;Sala, 461.35 de área total, 248.06 de área privativa, 0.00 de área do terreno, 4 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142337
 10142338 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 108 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.36 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142338
 10142339 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 109 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.36 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142339
 10142340 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 116 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.36 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142340
 10142341 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 125 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.43 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142341
 10142342 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 202 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.30 de área total, 24.38 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142342
 10142343 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 203 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142343
 10142344 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 210 - OFFICE 2000 ;63.852,20;109.000,00;41.42;Sala, 72.59 de área total, 39.07 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142344
 10142346 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 218 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142346
 10142347 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 219 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142347
 10142350 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 315 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142350
 10142351 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 316 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142351
 10142352 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 321 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142352
 10142353 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 324 - OFFICE 2000 ;55.065,20;94.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142353
 10142356 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 515 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142356
 10142357 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 517 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142357
 10142358 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 519 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142358
 10142359 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 623 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142359
 10142360 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 626 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 46.89 de área total, 25.23 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142360
 10142361 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 801 - OFFICE 2000 ;59.751,60;102.000,00;41.42;Sala, 58.32 de área total, 31.39 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142361
 10142363 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 816 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142363
 10142364 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 822 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142364
 10142365 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 905 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.07 de área total, 25.34 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142365
 10142366 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 914 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142366
 10142367 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 915 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142367
 10142368 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 921 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142368
 10142369 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 1001 - OFFICE 2000 ;59.751,60;102.000,00;41.42;Sala, 58.32 de área total, 31.39 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142369
 10142370 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 1004 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 46.88 de área total, 25.22 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142370
 10142371 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 1005 - OFFICE 2000 ;57.408,40;98.000,00;41.42;Sala, 47.07 de área total, 25.34 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142371
 10142372 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 1006 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.25 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142372
 10142373 ;RJ ;ITABORAI ;CENTRO ;AVENIDA 22 DE MAIO, N. 5990, Bl. 2 - ALA A SALA 1009 - OFFICE 2000 ;56.822,60;97.000,00;41.42;Sala, 45.24 de área total, 24.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10142373
 1444415855619 ;RJ ;ITABORAI ;CENTRO ;RUA  FAGUNDES VARELLA, N. 120, Apto 201, 0 ;233.680,38;391.490,00;40.32;Apartamento, 0.00 de área total, 74.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415855619
 8444426649754 ;RJ ;ITABORAI ;ESPERANCA ;AVENIDA FLAVIO VASCONCELOS, N. SN, Apto 401, BL 02  LT 01  QD 08 ;76.403,20;128.000,00;40.31;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444426649754
 1444415218287 ;RJ ;ITABORAI ;CENTRO (MANILHA) ;RUA DO CHALET, N. S/N, QD G FRACAO 03 ;124.363,20;208.000,00;40.21;Casa, 0.00 de área total, 80.03 de área privativa, 162.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415218287
 8787705943210 ;RJ ;ITABORAI ;NOVO HORIZONTE ;RUA F, N. 300, Apto 101, TORRE 09 ;82.447,21;137.412,02;40.01;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705943210
 8444413576508 ;RJ ;ITABORAI ;MONTE VERDE MANILHA ;RUA  H, N. SN, LT 2 QD 28 ;98.142,67;163.571,12;40.00;Casa, 0.00 de área total, 55.81 de área privativa, 159.02 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413576508
 8787707245641 ;RJ ;ITABORAI ;NOVO HORIZONTE MANIL ;ESTRADA DA BOA VISTA, N. SN, Apto 102, LT 1B1 TORRE 06 ;79.800,00;133.000,00;40.00;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707245641
 8787707525369 ;RJ ;ITABORAI ;NOVO HORIZONTE MANIL ;ESTRADA DA BOA VISTA, N. SN, Apto 101, TORRE 11 ;97.623,00;162.705,00;40.00;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707525369
 8787708001177 ;RJ ;ITABORAI ;NOVO HORIZONTE MANIL ;ESTRADA DA BOA VISTA, N. SN, Apto 403, TORRE 02 ;72.900,00;121.500,00;40.00;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708001177
 8555538614741 ;RJ ;ITABORAI ;AREAL ;AVENIDA CARLOS LACERDA, N. 1265, Apto 301, BL 05 ;82.800,00;138.000,00;40.00;Apartamento, 0.00 de área total, 45.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538614741
 8787701794619 ;RJ ;ITABORAI ;ESPERANCA ;AVENIDA FLAVIO VASCONCELOS QUADRA, N. SN, Apto 104, BL 10 LT 01 QD 08 ;75.000,00;125.000,00;40.00;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701794619
 8787701965499 ;RJ ;ITABORAI ;ESPERANCA ;AVENIDA FLAVIO VASCONCELOS, N. 591, Apto 303, BL 09 AP 303 ;74.400,00;124.000,00;40.00;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701965499
 8787702348337 ;RJ ;ITABORAI ;ESPERANCA ;QUADRA 8, N. SN, Apto 402, LT 01 BL 7 ;79.800,00;133.000,00;40.00;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702348337
 8444401895620 ;RJ ;ITABORAI ;CALUGE ;RODOVIA GOVERNADOR MARIO COVAS, N. 1162, LT 7 QD B 14 ;84.000,00;140.000,00;40.00;Casa, 0.00 de área total, 50.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401895620
 8787704499383 ;RJ ;ITABORAI ;BELA VISTA ;RUA DONA BELA, N. SN, Apto 408, BL 2 GLEBA 5A1 ;94.800,00;158.000,00;40.00;Apartamento, 0.00 de área total, 40.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704499383
 1444403875830 ;RJ ;ITABORAI ;ITABORAI ;R DOIS, N. S/N, LOTE 40 QUADRA DC ;60.499,59;100.000,00;39.51;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403875830
 8787708582382 ;RJ ;ITABORAI ;NOVO HORIZONTE (MANILHA) ;ESTRADA DA BOA VISTA, Apto 302, BL 16 (TR 16, LT 1-B-1) ;90.530,40;145.000,00;37.57;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708582382
 8555539186832 ;RJ ;ITABORAI ;ESPERANCA ;AVENIDA FLAVIO VASCONCELOS, N. SN, Apto 304, BL 17 ;64.719,37;102.794,44;37.05;Apartamento, 0.00 de área total, 43.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539186832
 8444402303505 ;RJ ;ITABORAI ;PORTO DAS CAIXAS ;ESTRADA MUNICIPAL ITAMBI, N. 38 ;62.960,00;100.000,00;37.04;Casa, 0.00 de área total, 50.80 de área privativa, 240.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402303505
 8787704930157 ;RJ ;ITABORAI ;LOTEAMENTO BAIRRO NO ;ESTRADA ESTRADA DA BOA VISTA, N. SN, Apto 101, TORRE 05 ;91.921,60;146.000,00;37.04;Apartamento, 0.00 de área total, 48.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704930157
 8444415945233 ;RJ ;ITABORAI ;JARDIM ITAMBI (ITAMBI) ;R XL, CASA 05 QUADRA 21 ;101.995,20;162.000,00;37.04;Casa, 0.00 de área total, 62.13 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415945233
